Audit_ID,Department,Audit_Finding,Risk_Level,Audit_Date
8472,HR,Non-compliance,Medium,2022-09-19
8473,IT,Non-compliance,Low,2022-04-24
8474,IT,Control Weakness,Medium,2022-08-28
8475,HR,Non-compliance,Medium,2022-01-31
8476,Operations,Non-compliance,Low,2022-07-18
8477,HR,Control Weakness,Medium,2022-11-16
8478,Finance,Fraudulent Activity,Medium,2022-12-02
8479,IT,Control Weakness,Low,2022-10-23
8480,IT,Fraudulent Activity,Low,2022-02-12
8481,Marketing,Non-compliance,High,2022-04-11
8482,IT,Fraudulent Activity,Low,2022-09-13
8483,IT,Control Weakness,Low,2022-01-22
8484,IT,Non-compliance,High,2022-11-25
8485,Operations,Fraudulent Activity,High,2022-03-13
8486,Finance,Fraudulent Activity,Low,2022-01-01
8487,Marketing,Fraudulent Activity,Medium,2022-01-06
8488,Marketing,Control Weakness,Medium,2022-09-01
8489,Operations,Non-compliance,Low,2022-08-22
8490,IT,Fraudulent Activity,High,2022-05-24
8491,HR,Fraudulent Activity,Low,2022-04-03
8492,IT,Fraudulent Activity,Low,2022-12-01
8493,IT,Control Weakness,High,2022-07-07
8494,HR,Control Weakness,High,2022-03-18
8495,Finance,Control Weakness,Low,2022-02-01
8496,Finance,Non-compliance,High,2022-01-16
8497,Operations,Fraudulent Activity,High,2022-01-22
8498,Marketing,Control Weakness,High,2022-08-06
8499,Finance,Non-compliance,Medium,2022-11-15
8500,IT,Fraudulent Activity,Low,2022-02-23
8501,IT,Fraudulent Activity,Medium,2022-08-04
8502,Operations,Control Weakness,High,2022-08-16
8503,Marketing,Non-compliance,High,2022-11-30
8504,IT,Control Weakness,Low,2022-11-29
8505,HR,Non-compliance,Medium,2022-07-30
8506,Finance,Control Weakness,High,2022-11-22
8507,HR,Control Weakness,Low,2022-09-03
8508,IT,Control Weakness,Medium,2022-08-25
8509,IT,Non-compliance,Medium,2022-05-15
8510,IT,Fraudulent Activity,Medium,2022-07-23
8511,Finance,Fraudulent Activity,Medium,2022-06-06
8512,IT,Non-compliance,Medium,2022-08-02
8513,Operations,Control Weakness,High,2022-08-08
8514,HR,Control Weakness,High,2022-07-15
8515,Marketing,Fraudulent Activity,High,2022-06-07
8516,Operations,Control Weakness,High,2022-09-14
8517,Operations,Non-compliance,Medium,2022-10-04
8518,Finance,Non-compliance,Low,2022-04-07
8519,Operations,Control Weakness,Medium,2022-06-10
8520,Marketing,Control Weakness,High,2022-11-13
8521,IT,Non-compliance,High,2022-09-16
8522,Finance,Control Weakness,Medium,2022-09-26
8523,Marketing,Fraudulent Activity,Low,2022-12-26
8524,IT,Fraudulent Activity,Medium,2022-07-22
8525,HR,Non-compliance,Low,2022-09-03
8526,Marketing,Non-compliance,Low,2022-11-25
8527,Operations,Non-compliance,Low,2022-01-28
8528,HR,Non-compliance,High,2022-01-01
8529,HR,Fraudulent Activity,Low,2022-06-29
8530,Operations,Control Weakness,Medium,2022-03-28
8531,HR,Control Weakness,High,2022-05-22
8532,Finance,Non-compliance,High,2022-02-26
8533,Finance,Non-compliance,Medium,2022-09-17
8534,HR,Non-compliance,Low,2022-02-16
8535,HR,Control Weakness,Low,2022-12-26
8536,Operations,Non-compliance,Medium,2022-08-05
8537,Finance,Non-compliance,Medium,2022-03-22
8538,HR,Fraudulent Activity,High,2022-01-14
8539,HR,Fraudulent Activity,Low,2022-10-11
8540,Marketing,Control Weakness,Medium,2022-11-05
8541,Operations,Non-compliance,High,2022-12-07
8542,Marketing,Non-compliance,Low,2022-03-14
8543,Marketing,Control Weakness,Low,2022-09-08
8544,HR,Non-compliance,Low,2022-02-15
8545,Operations,Non-compliance,High,2022-10-02
8546,Finance,Fraudulent Activity,Medium,2022-09-11
8547,Marketing,Control Weakness,Medium,2022-06-23
8548,Operations,Fraudulent Activity,Low,2022-01-03
8549,Marketing,Non-compliance,Medium,2022-05-05
8550,Marketing,Non-compliance,High,2022-01-18
8551,Finance,Non-compliance,High,2022-02-07
8552,HR,Control Weakness,Low,2022-04-03
8553,IT,Control Weakness,High,2022-11-30
8554,Marketing,Non-compliance,Low,2022-09-16
8555,Operations,Non-compliance,Low,2022-09-02
8556,HR,Non-compliance,Medium,2022-10-30
8557,HR,Fraudulent Activity,Medium,2022-06-10
8558,IT,Control Weakness,High,2022-08-04
8559,IT,Fraudulent Activity,Low,2022-03-29
8560,Operations,Fraudulent Activity,High,2022-04-24
8561,Marketing,Non-compliance,Low,2022-06-16
8562,HR,Control Weakness,High,2022-12-28
8563,Finance,Fraudulent Activity,Medium,2022-01-18
8564,Marketing,Non-compliance,Low,2022-06-05
8565,Finance,Non-compliance,Low,2022-12-16
8566,HR,Fraudulent Activity,Low,2022-06-23
8567,Marketing,Fraudulent Activity,High,2022-09-06
8568,IT,Fraudulent Activity,High,2022-06-22
8569,HR,Fraudulent Activity,High,2022-10-06
8570,Marketing,Fraudulent Activity,Medium,2022-03-12
8571,HR,Non-compliance,Medium,2022-08-09
8572,Operations,Control Weakness,High,2022-12-20
8573,Marketing,Non-compliance,Low,2022-05-14
8574,Marketing,Fraudulent Activity,High,2022-01-15
8575,Marketing,Control Weakness,Low,2022-04-12
8576,Marketing,Control Weakness,Medium,2022-04-11
8577,HR,Non-compliance,Low,2022-05-13
8578,Marketing,Non-compliance,Low,2022-08-22
8579,HR,Fraudulent Activity,High,2022-11-10
8580,HR,Control Weakness,High,2022-03-10
8581,Finance,Control Weakness,Medium,2022-09-22
8582,HR,Fraudulent Activity,High,2022-03-23
8583,HR,Control Weakness,Low,2022-02-25
8584,Operations,Fraudulent Activity,Medium,2022-02-22
8585,Finance,Fraudulent Activity,Low,2022-09-11
8586,Finance,Control Weakness,Medium,2022-03-07
8587,HR,Non-compliance,Low,2022-05-31
8588,HR,Non-compliance,Medium,2022-04-23
8589,IT,Control Weakness,Low,2022-04-19
8590,Operations,Fraudulent Activity,High,2022-12-25
8591,HR,Non-compliance,Medium,2022-05-21
8592,Marketing,Control Weakness,Low,2022-12-26
8593,Finance,Non-compliance,High,2022-04-12
8594,Finance,Control Weakness,Low,2022-12-15
8595,Finance,Fraudulent Activity,High,2022-04-30
8596,Operations,Fraudulent Activity,Low,2022-05-07
8597,Marketing,Fraudulent Activity,Medium,2022-07-05
8598,Marketing,Fraudulent Activity,Low,2022-02-14
8599,HR,Non-compliance,Low,2022-05-31
8600,Marketing,Control Weakness,Medium,2022-07-02
8601,IT,Non-compliance,Medium,2022-09-02
8602,IT,Fraudulent Activity,High,2022-04-12
8603,Marketing,Fraudulent Activity,Low,2022-08-28
8604,Operations,Fraudulent Activity,Low,2022-08-16
8605,Operations,Control Weakness,Low,2022-05-20
8606,HR,Non-compliance,High,2022-06-24
8607,Operations,Fraudulent Activity,High,2022-06-16
8608,IT,Fraudulent Activity,High,2022-10-26
8609,Marketing,Fraudulent Activity,Medium,2022-04-07
8610,IT,Non-compliance,Low,2022-05-28
8611,Finance,Control Weakness,High,2022-08-31
8612,IT,Non-compliance,Low,2022-09-05
8613,Operations,Control Weakness,Medium,2022-12-18
8614,Operations,Fraudulent Activity,Low,2022-06-25
8615,Marketing,Control Weakness,High,2022-10-31
8616,Marketing,Non-compliance,High,2022-12-01
8617,Finance,Fraudulent Activity,High,2022-08-30
8618,Finance,Control Weakness,High,2022-03-05
8619,HR,Fraudulent Activity,High,2022-04-04
8620,Operations,Non-compliance,Low,2022-12-13
8621,IT,Fraudulent Activity,Low,2022-03-13
8622,Operations,Control Weakness,Low,2022-07-24
8623,Finance,Non-compliance,Medium,2022-08-06
8624,IT,Fraudulent Activity,Medium,2022-02-06
8625,HR,Non-compliance,Low,2022-12-02
8626,Operations,Fraudulent Activity,Medium,2022-07-02
8627,Marketing,Fraudulent Activity,Medium,2022-11-25
8628,HR,Fraudulent Activity,Medium,2022-07-21
8629,IT,Control Weakness,Low,2022-04-25
8630,Marketing,Non-compliance,Medium,2022-02-01
8631,Operations,Control Weakness,Medium,2022-01-10
8632,IT,Non-compliance,Low,2022-07-14
8633,HR,Fraudulent Activity,Low,2022-03-06
8634,Finance,Non-compliance,Medium,2022-09-03
8635,IT,Non-compliance,High,2022-02-18
8636,Operations,Fraudulent Activity,High,2022-07-16
8637,Finance,Non-compliance,Medium,2022-12-16
8638,Finance,Fraudulent Activity,Medium,2022-11-14
8639,IT,Control Weakness,High,2022-10-29
8640,Operations,Fraudulent Activity,Low,2022-11-09
8641,HR,Non-compliance,High,2022-08-08
8642,Operations,Control Weakness,Low,2022-12-22
8643,Marketing,Control Weakness,Medium,2022-11-01
8644,Marketing,Non-compliance,Medium,2022-12-10
8645,Finance,Fraudulent Activity,Low,2022-10-28
8646,Marketing,Fraudulent Activity,Medium,2022-04-30
8647,Operations,Non-compliance,High,2022-05-16
8648,Marketing,Non-compliance,Medium,2022-07-23
8649,Finance,Non-compliance,High,2022-07-27
8650,HR,Non-compliance,Medium,2022-08-12
8651,IT,Fraudulent Activity,Medium,2022-02-23
8652,Finance,Non-compliance,Medium,2022-10-09
8653,HR,Non-compliance,Medium,2022-11-03
8654,Finance,Control Weakness,Low,2022-05-23
8655,Operations,Control Weakness,Low,2022-09-05
8656,Operations,Non-compliance,High,2022-05-02
8657,Operations,Fraudulent Activity,Medium,2022-07-04
8658,Finance,Non-compliance,Medium,2022-12-29
8659,Finance,Control Weakness,Low,2022-09-06
8660,Finance,Control Weakness,High,2022-03-31
8661,HR,Control Weakness,Medium,2022-01-15
8662,Operations,Fraudulent Activity,High,2022-07-13
8663,HR,Control Weakness,Low,2022-01-04
8664,Finance,Non-compliance,Medium,2022-02-21
8665,Marketing,Fraudulent Activity,Medium,2022-08-06
8666,Marketing,Control Weakness,High,2022-08-17
8667,Marketing,Control Weakness,Medium,2022-05-24
8668,IT,Control Weakness,High,2022-10-11
8669,IT,Fraudulent Activity,High,2022-04-29
8670,HR,Fraudulent Activity,Medium,2022-03-07
8671,HR,Fraudulent Activity,Medium,2022-07-06
8672,Operations,Control Weakness,Medium,2022-02-04
8673,Operations,Control Weakness,High,2022-05-06
8674,Marketing,Non-compliance,Low,2022-03-03
8675,HR,Non-compliance,High,2022-10-30
8676,HR,Control Weakness,Medium,2022-12-05
8677,Finance,Non-compliance,High,2022-01-08
8678,IT,Non-compliance,Low,2022-06-24
8679,IT,Fraudulent Activity,Low,2022-05-11
8680,Finance,Fraudulent Activity,Medium,2022-04-22
8681,Marketing,Fraudulent Activity,Low,2022-12-15
8682,Marketing,Non-compliance,Low,2022-05-26
8683,Marketing,Fraudulent Activity,Low,2022-09-27
8684,Operations,Fraudulent Activity,High,2022-12-02
8685,HR,Fraudulent Activity,High,2022-02-21
8686,IT,Non-compliance,Medium,2022-11-03
8687,Marketing,Fraudulent Activity,High,2022-01-29
8688,IT,Control Weakness,High,2022-01-02
8689,Operations,Non-compliance,Low,2022-04-30
8690,Operations,Fraudulent Activity,High,2022-10-07
8691,IT,Fraudulent Activity,High,2022-11-01
8692,Marketing,Non-compliance,High,2022-03-06
8693,Marketing,Non-compliance,Low,2022-05-06
8694,Operations,Fraudulent Activity,High,2022-09-14
8695,IT,Fraudulent Activity,Low,2022-08-28
8696,Operations,Fraudulent Activity,High,2022-01-01
8697,Operations,Control Weakness,Low,2022-01-27
8698,Operations,Fraudulent Activity,High,2022-07-21
8699,Finance,Control Weakness,Medium,2022-06-26
8700,HR,Fraudulent Activity,High,2022-02-23
8701,Marketing,Non-compliance,Medium,2022-03-13
8702,IT,Non-compliance,Medium,2022-12-01
8703,Operations,Fraudulent Activity,High,2022-01-27
8704,Operations,Control Weakness,Low,2022-09-18
8705,IT,Fraudulent Activity,Low,2022-10-07
8706,HR,Non-compliance,High,2022-10-08
8707,HR,Fraudulent Activity,High,2022-10-07
8708,IT,Non-compliance,Low,2022-04-23
8709,Finance,Control Weakness,High,2022-07-26
8710,Marketing,Non-compliance,Medium,2022-01-31
8711,Marketing,Control Weakness,Medium,2022-03-26
8712,Marketing,Non-compliance,High,2022-04-05
8713,IT,Non-compliance,Medium,2022-07-02
8714,IT,Fraudulent Activity,Low,2022-02-13
8715,IT,Non-compliance,Medium,2022-05-30
8716,Operations,Non-compliance,Low,2022-08-10
8717,Marketing,Control Weakness,High,2022-01-17
8718,Marketing,Control Weakness,High,2022-09-12
8719,Operations,Fraudulent Activity,High,2022-01-10
8720,IT,Fraudulent Activity,High,2022-07-25
8721,IT,Fraudulent Activity,Medium,2022-07-12
8722,IT,Non-compliance,Low,2022-08-24
8723,HR,Non-compliance,Low,2022-04-28
8724,Finance,Fraudulent Activity,High,2022-05-10
8725,Marketing,Control Weakness,Low,2022-12-25
8726,IT,Fraudulent Activity,Low,2022-07-02
8727,HR,Non-compliance,Low,2022-05-15
8728,Operations,Control Weakness,Low,2022-06-04
8729,Finance,Fraudulent Activity,High,2022-10-03
8730,IT,Control Weakness,High,2022-12-24
8731,Marketing,Control Weakness,Low,2022-10-17
8732,Marketing,Non-compliance,High,2022-09-19
8733,HR,Control Weakness,Medium,2022-07-23
8734,Marketing,Control Weakness,Low,2022-07-11
8735,HR,Control Weakness,Medium,2022-06-11
8736,Marketing,Fraudulent Activity,High,2022-02-19
8737,Finance,Fraudulent Activity,Low,2022-07-24
8738,Marketing,Non-compliance,High,2022-01-22
8739,Marketing,Non-compliance,High,2022-03-16
8740,IT,Control Weakness,High,2022-10-03
8741,IT,Control Weakness,Medium,2022-02-11
8742,Marketing,Fraudulent Activity,Low,2022-11-24
8743,HR,Fraudulent Activity,Medium,2022-11-10
8744,Operations,Fraudulent Activity,Medium,2022-02-13
8745,Operations,Fraudulent Activity,High,2022-11-09
8746,HR,Non-compliance,Medium,2022-07-21
8747,IT,Control Weakness,High,2022-02-02
8748,HR,Non-compliance,High,2022-08-19
8749,HR,Non-compliance,High,2022-05-04
8750,HR,Fraudulent Activity,High,2022-02-18
8751,HR,Non-compliance,Low,2022-09-06
8752,Marketing,Fraudulent Activity,High,2022-02-19
8753,Finance,Non-compliance,Medium,2022-02-09
8754,Operations,Non-compliance,High,2022-11-27
8755,Marketing,Non-compliance,Medium,2022-03-19
8756,Marketing,Non-compliance,High,2022-11-19
8757,Finance,Fraudulent Activity,High,2022-12-04
8758,Finance,Control Weakness,Low,2022-08-15
8759,IT,Control Weakness,Medium,2022-02-27
8760,Operations,Control Weakness,High,2022-06-21
8761,Marketing,Non-compliance,High,2022-01-02
8762,IT,Control Weakness,High,2022-05-17
8763,HR,Fraudulent Activity,High,2022-05-03
8764,IT,Fraudulent Activity,High,2022-01-07
8765,Operations,Non-compliance,Low,2022-02-02
8766,Finance,Control Weakness,High,2022-05-10
8767,Finance,Non-compliance,High,2022-08-29
8768,Operations,Non-compliance,Medium,2022-09-25
8769,Finance,Non-compliance,Low,2022-06-24
8770,IT,Control Weakness,Low,2022-10-03
8771,Finance,Control Weakness,Low,2022-02-13
8772,IT,Non-compliance,Medium,2022-11-27
8773,Marketing,Non-compliance,High,2022-11-12
8774,Finance,Non-compliance,Medium,2022-03-28
8775,Operations,Control Weakness,Low,2022-06-16
8776,HR,Non-compliance,Low,2022-08-08
8777,Finance,Fraudulent Activity,High,2022-06-25
8778,Operations,Control Weakness,Low,2022-05-09
8779,HR,Non-compliance,Medium,2022-06-13
8780,IT,Control Weakness,Medium,2022-03-07
8781,Operations,Fraudulent Activity,High,2022-10-27
8782,IT,Non-compliance,Medium,2022-10-10
8783,Operations,Fraudulent Activity,High,2022-04-22
8784,Finance,Fraudulent Activity,Medium,2022-03-31
8785,Marketing,Non-compliance,Medium,2022-06-04
8786,Operations,Control Weakness,High,2022-12-01
8787,IT,Fraudulent Activity,High,2022-08-13
8788,Finance,Fraudulent Activity,Low,2022-06-12
8789,HR,Non-compliance,Medium,2022-05-17
8790,IT,Fraudulent Activity,Low,2022-11-08
8791,HR,Non-compliance,High,2022-11-07
8792,HR,Non-compliance,Medium,2022-03-15
8793,Finance,Non-compliance,High,2022-04-12
8794,HR,Fraudulent Activity,Low,2022-07-31
8795,Operations,Control Weakness,Low,2022-09-15
8796,Finance,Non-compliance,Medium,2022-01-11
8797,Finance,Control Weakness,Medium,2022-09-18
8798,IT,Non-compliance,High,2022-04-09
8799,Operations,Fraudulent Activity,Low,2022-02-21
8800,IT,Fraudulent Activity,Medium,2022-07-30
8801,Operations,Fraudulent Activity,Medium,2022-05-29
8802,HR,Fraudulent Activity,Medium,2022-07-20
8803,IT,Control Weakness,Medium,2022-07-29
8804,Finance,Fraudulent Activity,High,2022-12-29
8805,Finance,Control Weakness,High,2022-02-03
8806,Marketing,Control Weakness,Medium,2022-11-12
8807,Marketing,Control Weakness,Low,2022-12-12
8808,Operations,Fraudulent Activity,Medium,2022-04-22
8809,IT,Control Weakness,Low,2022-04-02
8810,Marketing,Fraudulent Activity,Low,2022-05-23
8811,HR,Non-compliance,High,2022-03-29
8812,HR,Non-compliance,Low,2022-08-02
8813,IT,Non-compliance,Medium,2022-07-04
8814,Marketing,Control Weakness,Low,2022-05-09
8815,IT,Control Weakness,High,2022-06-10
8816,Operations,Control Weakness,Low,2022-07-14
8817,Marketing,Fraudulent Activity,High,2022-01-17
8818,HR,Control Weakness,Low,2022-12-26
8819,Marketing,Non-compliance,Low,2022-04-28
8820,Operations,Non-compliance,Medium,2022-04-24
8821,HR,Control Weakness,High,2022-02-22
8822,Operations,Fraudulent Activity,Low,2022-08-01
8823,Marketing,Control Weakness,Medium,2022-07-29
8824,IT,Fraudulent Activity,Medium,2022-07-27
8825,Finance,Fraudulent Activity,Medium,2022-11-14
8826,HR,Fraudulent Activity,Medium,2022-01-04
8827,HR,Non-compliance,Low,2022-06-21
8828,IT,Non-compliance,Medium,2022-01-26
8829,Finance,Non-compliance,High,2022-06-22
8830,Finance,Non-compliance,Medium,2022-06-07
8831,Finance,Fraudulent Activity,Medium,2022-05-24
8832,Operations,Control Weakness,High,2022-12-03
8833,Finance,Control Weakness,High,2022-04-14
8834,IT,Control Weakness,Medium,2022-10-19
8835,IT,Fraudulent Activity,Low,2022-03-09
8836,Marketing,Control Weakness,High,2022-09-20
8837,Marketing,Control Weakness,Medium,2022-01-15
8838,HR,Fraudulent Activity,Low,2022-10-15
8839,HR,Control Weakness,Low,2022-09-04
8840,Marketing,Non-compliance,Medium,2022-02-21
8841,IT,Fraudulent Activity,Low,2022-07-11
8842,Operations,Non-compliance,Medium,2022-04-07
8843,Marketing,Non-compliance,Medium,2022-02-13
8844,IT,Fraudulent Activity,Medium,2022-01-29
8845,Finance,Fraudulent Activity,Medium,2022-06-16
8846,Finance,Fraudulent Activity,Low,2022-02-19
8847,IT,Non-compliance,High,2022-02-06
8848,Finance,Fraudulent Activity,High,2022-11-03
8849,Marketing,Fraudulent Activity,Low,2022-02-27
8850,IT,Non-compliance,High,2022-01-14
8851,HR,Control Weakness,Medium,2022-08-25
8852,Operations,Non-compliance,Low,2022-07-23
8853,HR,Control Weakness,Medium,2022-11-01
8854,Operations,Control Weakness,Medium,2022-01-07
8855,HR,Control Weakness,Medium,2022-05-25
8856,HR,Fraudulent Activity,Low,2022-01-27
8857,HR,Fraudulent Activity,Medium,2022-10-19
8858,IT,Fraudulent Activity,Low,2022-01-25
8859,Marketing,Fraudulent Activity,High,2022-02-21
8860,HR,Control Weakness,High,2022-12-16
8861,HR,Non-compliance,Medium,2022-02-08
8862,HR,Non-compliance,Medium,2022-08-25
8863,Operations,Fraudulent Activity,Low,2022-04-22
8864,Finance,Control Weakness,High,2022-11-21
8865,HR,Control Weakness,High,2022-10-02
8866,IT,Control Weakness,Medium,2022-04-11
8867,IT,Non-compliance,High,2022-10-15
8868,Operations,Control Weakness,Medium,2022-10-10
8869,Operations,Control Weakness,Low,2022-05-30
8870,HR,Fraudulent Activity,Medium,2022-06-08
8871,IT,Control Weakness,Low,2022-10-30
8872,HR,Non-compliance,High,2022-04-07
8873,HR,Non-compliance,High,2022-10-14
8874,Marketing,Fraudulent Activity,High,2022-03-29
8875,Finance,Control Weakness,High,2022-09-20
8876,Marketing,Non-compliance,High,2022-01-03
8877,Marketing,Control Weakness,Medium,2022-05-31
8878,IT,Non-compliance,High,2022-08-20
8879,IT,Non-compliance,High,2022-05-29
8880,IT,Non-compliance,High,2022-05-04
8881,Operations,Non-compliance,High,2022-05-25
8882,HR,Control Weakness,Medium,2022-06-27
8883,Operations,Non-compliance,High,2022-06-23
8884,Marketing,Control Weakness,Low,2022-04-17
8885,Marketing,Non-compliance,Medium,2022-03-30
8886,HR,Fraudulent Activity,High,2022-09-02
8887,Marketing,Non-compliance,Low,2022-07-31
8888,Operations,Control Weakness,Medium,2022-07-12
8889,Marketing,Non-compliance,High,2022-08-21
8890,Marketing,Control Weakness,High,2022-11-10
8891,HR,Fraudulent Activity,Medium,2022-06-20
8892,Operations,Non-compliance,Medium,2022-06-27
8893,Marketing,Control Weakness,Medium,2022-12-26
8894,HR,Control Weakness,High,2022-03-10
8895,Finance,Control Weakness,Medium,2022-10-30
8896,Operations,Control Weakness,Medium,2022-11-13
8897,HR,Fraudulent Activity,Low,2022-12-06
8898,Finance,Non-compliance,Low,2022-02-08
8899,Operations,Non-compliance,High,2022-03-16
8900,Finance,Control Weakness,Low,2022-08-25
8901,Operations,Fraudulent Activity,Medium,2022-01-25
8902,IT,Fraudulent Activity,High,2022-05-10
8903,Finance,Non-compliance,Low,2022-06-13
8904,HR,Control Weakness,Medium,2022-11-27
8905,Marketing,Control Weakness,Medium,2022-08-06
8906,Operations,Non-compliance,High,2022-12-31
8907,Finance,Control Weakness,Low,2022-06-22
8908,Operations,Control Weakness,High,2022-01-24
8909,IT,Non-compliance,Low,2022-01-02
8910,Finance,Control Weakness,High,2022-09-02
8911,Marketing,Non-compliance,Medium,2022-07-09
8912,HR,Non-compliance,High,2022-11-05
8913,Operations,Fraudulent Activity,Low,2022-06-19
8914,IT,Fraudulent Activity,High,2022-06-13
8915,HR,Control Weakness,Low,2022-05-05
8916,Marketing,Fraudulent Activity,High,2022-06-02
8917,IT,Fraudulent Activity,Medium,2022-07-19
8918,Finance,Control Weakness,High,2022-05-19
8919,HR,Control Weakness,Medium,2022-01-28
8920,Marketing,Non-compliance,High,2022-06-15
8921,Marketing,Fraudulent Activity,Low,2022-02-07
8922,Finance,Fraudulent Activity,High,2022-11-20
8923,Marketing,Non-compliance,Low,2022-08-04
8924,IT,Fraudulent Activity,Medium,2022-10-15
8925,Marketing,Fraudulent Activity,Medium,2022-08-28
8926,Marketing,Control Weakness,High,2022-02-28
8927,HR,Non-compliance,High,2022-01-12
8928,Finance,Control Weakness,Medium,2022-11-29
8929,Finance,Control Weakness,Medium,2022-03-29
8930,Marketing,Fraudulent Activity,Low,2022-02-14
8931,Operations,Non-compliance,High,2022-02-26
8932,IT,Non-compliance,Low,2022-10-14
8933,HR,Fraudulent Activity,Low,2022-10-17
8934,IT,Control Weakness,Medium,2022-06-28
8935,IT,Control Weakness,Medium,2022-12-05
8936,Marketing,Control Weakness,Low,2022-12-20
8937,IT,Fraudulent Activity,High,2022-06-22
8938,IT,Control Weakness,Low,2022-06-29
8939,Marketing,Fraudulent Activity,Medium,2022-02-03
8940,IT,Fraudulent Activity,High,2022-02-10
8941,Finance,Fraudulent Activity,Medium,2022-09-15
8942,Marketing,Fraudulent Activity,Medium,2022-02-05
8943,IT,Fraudulent Activity,Low,2022-07-27
8944,HR,Non-compliance,High,2022-07-26
8945,Operations,Fraudulent Activity,High,2022-12-15
8946,HR,Fraudulent Activity,Low,2022-11-23
8947,Finance,Control Weakness,Low,2022-03-03
8948,Marketing,Fraudulent Activity,High,2022-11-14
8949,Marketing,Fraudulent Activity,Medium,2022-06-30
8950,Operations,Control Weakness,Medium,2022-03-06
8951,HR,Fraudulent Activity,High,2022-07-31
8952,HR,Control Weakness,High,2022-12-06
8953,HR,Control Weakness,High,2022-01-23
8954,Operations,Fraudulent Activity,High,2022-12-17
8955,Marketing,Fraudulent Activity,High,2022-05-24
8956,IT,Fraudulent Activity,Low,2022-06-28
8957,IT,Fraudulent Activity,Low,2022-11-18
8958,IT,Fraudulent Activity,Low,2022-11-02
8959,Finance,Fraudulent Activity,Medium,2022-01-18
8960,Operations,Fraudulent Activity,Medium,2022-11-26
8961,Marketing,Non-compliance,Low,2022-09-24
8962,Operations,Control Weakness,High,2022-11-19
8963,Operations,Non-compliance,High,2022-08-12
8964,HR,Fraudulent Activity,Low,2022-11-06
8965,IT,Fraudulent Activity,Low,2022-06-06
8966,IT,Control Weakness,Medium,2022-12-07
8967,Marketing,Fraudulent Activity,High,2022-10-22
8968,Finance,Non-compliance,Medium,2022-03-02
8969,Operations,Control Weakness,Medium,2022-08-17
8970,Operations,Control Weakness,Medium,2022-03-22
8971,Operations,Control Weakness,High,2022-12-16
8972,HR,Fraudulent Activity,High,2022-12-03
8973,HR,Fraudulent Activity,Medium,2022-03-01
8974,Finance,Non-compliance,Low,2022-06-09
8975,IT,Fraudulent Activity,High,2022-11-27
8976,HR,Non-compliance,Medium,2022-09-30
8977,HR,Control Weakness,High,2022-11-18
8978,IT,Fraudulent Activity,High,2022-02-24
8979,Finance,Control Weakness,High,2022-09-09
8980,Operations,Non-compliance,Medium,2022-07-17
8981,Finance,Control Weakness,High,2022-04-09
8982,Finance,Non-compliance,Medium,2022-08-01
8983,HR,Fraudulent Activity,Low,2022-09-23
8984,Operations,Fraudulent Activity,Low,2022-11-21
8985,Operations,Fraudulent Activity,Medium,2022-04-20
8986,HR,Control Weakness,Low,2022-09-03
8987,IT,Fraudulent Activity,High,2022-02-22
8988,Finance,Non-compliance,High,2022-09-02
8989,HR,Fraudulent Activity,High,2022-05-26
8990,Finance,Control Weakness,Medium,2022-08-05
8991,IT,Non-compliance,Low,2022-03-06
8992,Finance,Control Weakness,Low,2022-03-10
8993,Marketing,Fraudulent Activity,Medium,2022-12-06
8994,Marketing,Fraudulent Activity,High,2022-12-09
8995,HR,Fraudulent Activity,High,2022-05-26
8996,Operations,Control Weakness,Low,2022-10-20
8997,Finance,Fraudulent Activity,High,2022-06-02
8998,IT,Non-compliance,High,2022-11-21
8999,IT,Control Weakness,High,2022-07-19
9000,Finance,Fraudulent Activity,Low,2022-09-14
9001,Marketing,Fraudulent Activity,Low,2022-04-22
9002,Operations,Non-compliance,High,2022-09-01
9003,IT,Fraudulent Activity,Medium,2022-04-06
9004,IT,Control Weakness,High,2022-10-16
9005,HR,Non-compliance,Medium,2022-07-10
9006,Marketing,Non-compliance,Low,2022-02-10
9007,Finance,Non-compliance,High,2022-11-11
9008,Marketing,Control Weakness,Medium,2022-06-23
9009,IT,Non-compliance,Medium,2022-04-21
9010,IT,Non-compliance,Low,2022-10-10
9011,IT,Control Weakness,High,2022-06-27
9012,Marketing,Control Weakness,Medium,2022-05-01
9013,HR,Non-compliance,Medium,2022-08-21
9014,Operations,Control Weakness,Medium,2022-09-09
9015,Operations,Fraudulent Activity,High,2022-10-03
9016,HR,Fraudulent Activity,Low,2022-07-26
9017,IT,Fraudulent Activity,Medium,2022-07-16
9018,Operations,Non-compliance,High,2022-02-15
9019,HR,Non-compliance,Low,2022-08-31
9020,Finance,Fraudulent Activity,Low,2022-03-09
9021,HR,Fraudulent Activity,Medium,2022-03-14
9022,Operations,Control Weakness,Medium,2022-05-16
9023,Operations,Control Weakness,Low,2022-03-25
9024,IT,Fraudulent Activity,High,2022-01-25
9025,Operations,Fraudulent Activity,Low,2022-12-17
9026,Operations,Non-compliance,High,2022-04-25
9027,Operations,Control Weakness,High,2022-08-12
9028,Operations,Fraudulent Activity,Low,2022-09-03
9029,IT,Non-compliance,Medium,2022-11-09
9030,IT,Control Weakness,High,2022-04-21
9031,Finance,Control Weakness,High,2022-12-14
9032,HR,Non-compliance,Low,2022-02-02
9033,Marketing,Control Weakness,Low,2022-07-14
9034,Operations,Fraudulent Activity,High,2022-09-09
